Day,Day High,Day Low,Daily Range,Current Day Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Previous Day,Trade Year
2022-12-20,18404.65,18203.2,201.45000000000073,18435.15,50%,18535.875,18334.425000000003,low,18550,2022-12-22,1,NIFTY22122218550CE,CE,2022-12-21 12:14:00,11.5,2022-12-21 15:30:00,0.05,EOD Closing,11.45,0.1155,11.334499999999998,4366.576819407008,49997.304582210236,49492.96495956872,0.5555256064690026,0.5499218328840969,,2022
2022-12-21,18472.5,18164.0,308.5,18288.8,50%,18443.05,18134.55,low,18450,2022-12-22,0,NIFTY22122218450CE,CE,2022-12-22 10:28:00,4.2,2022-12-22 15:30:00,0.05,EOD Closing,4.15,0.0425,4.1075,4390.243902439024,18219.51219512195,18032.92682926829,0.2024390243902439,0.20036585365853654,,2022
2022-12-22,18317.05,18068.95,248.09999999999854,17977.65,50%,18101.7,17853.600000000002,low,18100,2022-12-29,6,NIFTY22DEC18100CE,CE,2022-12-23 13:44:00,50.9,2022-12-23 15:30:00,93.6,EOD Closing,-42.699999999999996,1.445,-44.144999999999996,4475.138121546961,-191088.39779005523,-197554.9723756906,-2.1232044198895026,-2.1950552486187846,,2022
,18045.8,17780.45,265.34999999999854,17830.4,50%,17963.075,17697.725000000002,high,17700,2022-12-29,3,NIFTY22DEC17700PE,PE,2022-12-26 11:00:00,28.6,2022-12-26 15:30:00,0.1,EOD Closing,28.5,0.28700000000000003,28.213,4576.271186440678,130423.72881355933,129110.33898305087,1.4491525423728813,1.4345593220338986,2022-12-23,2022
,18173.05,18071.5,101.54999999999927,18045.7,50%,18096.475,17994.925000000003,high,18000,2022-12-29,0,NIFTY22DEC18000PE,PE,2022-12-29 14:00:00,3.85,2022-12-29 15:30:00,0.15,EOD Closing,3.7,0.04,3.66,4500.0,16650.0,16470.0,0.185,0.183,2022-12-28,2022
2022-12-28,18173.05,18071.5,101.54999999999927,18045.7,50%,18096.475,17994.925000000003,low,18100,2022-12-29,0,NIFTY22DEC18100CE,CE,2022-12-29 10:20:00,7.15,2022-12-29 15:02:00,69.7,SL Hit,-62.550000000000004,0.7685000000000001,-63.31850000000001,4475.138121546961,-279919.8895027624,-283359.0331491713,-3.110220994475138,-3.1484337016574586,,2022
2022-12-29,18210.85,17992.9,217.9499999999971,18259.1,50%,18368.074999999997,18150.125,low,18350,2023-01-05,6,NIFTY2310518350CE,CE,2022-12-30 15:00:00,40.25,2022-12-30 15:30:00,0.1,EOD Closing,40.15,0.4035,39.7465,4414.1689373297,177228.88283378747,175447.76566757492,1.9692098092643051,1.9494196185286103,,2022
,18150.15,18117.55,32.60000000000218,18163.2,50%,18179.5,18146.9,high,18150,2023-01-05,2,NIFTY2310518150PE,PE,2023-01-03 09:15:00,75.1,2023-01-03 15:30:00,155.25,EOD Closing,-80.15,2.3035,-82.4535,4462.809917355372,-357694.2148760331,-367974.2975206612,-3.9743801652892565,-4.088603305785124,2023-01-02,2023
2023-01-03,18251.85,18149.95,101.89999999999782,18230.65,50%,18281.6,18179.700000000004,low,18300,2023-01-05,1,NIFTY2310518300CE,CE,2023-01-04 09:37:00,24.0,2023-01-04 15:30:00,0.1,EOD Closing,23.9,0.24100000000000002,23.659,4426.229508196721,105786.88524590163,104720.16393442622,1.1754098360655736,1.16355737704918,,2023
2023-01-04,18241.2,18022.6,218.60000000000218,18101.95,50%,18211.25,17992.65,low,18200,2023-01-05,0,NIFTY2310518200CE,CE,2023-01-05 11:51:00,3.75,2023-01-05 15:30:00,0.15,EOD Closing,3.6,0.039,3.561,4450.549450549451,16021.978021978022,15848.406593406593,0.17802197802197803,0.1760934065934066,,2023
2023-01-05,18119.05,17892.6,226.45000000000073,18008.05,50%,18121.275,17894.824999999997,low,18100,2023-01-12,6,NIFTY2311218100CE,CE,2023-01-06 12:30:00,46.7,2023-01-06 15:30:00,0.05,EOD Closing,46.650000000000006,0.4675,46.182500000000005,4475.138121546961,208765.19337016577,206673.06629834254,2.3196132596685084,2.296367403314917,,2023
,18046.6,17796.15,250.4499999999971,17952.55,50%,18077.774999999998,17827.325,high,17850,2023-01-12,3,NIFTY2311217850PE,PE,2023-01-09 10:17:00,22.95,2023-01-09 15:30:00,0.15,EOD Closing,22.8,0.23099999999999998,22.569,4537.81512605042,103462.18487394958,102413.94957983193,1.149579831932773,1.1379327731092435,2023-01-06,2023
2023-01-09,18141.0,17936.7,204.29999999999927,18121.3,50%,18223.449999999997,18019.15,low,18200,2023-01-12,2,NIFTY2311218200CE,CE,2023-01-10 09:32:00,22.9,2023-01-10 15:30:00,0.05,EOD Closing,22.849999999999998,0.2295,22.620499999999996,4450.549450549451,101695.05494505494,100673.65384615383,1.129945054945055,1.1185961538461535,,2023
2023-01-11,17975.4,17825.35,150.0500000000029,17920.85,50%,17995.875,17845.824999999997,low,18000,2023-01-12,0,NIFTY2311218000CE,CE,2023-01-12 10:06:00,9.8,2023-01-12 15:30:00,0.1,EOD Closing,9.700000000000001,0.099,9.601,4500.0,43650.00000000001,43204.50000000001,0.4850000000000001,0.4800500000000001,,2023
,17944.8,17762.25,182.54999999999927,17867.5,50%,17958.775,17776.225,high,17800,2023-01-19,6,NIFTY2311917800PE,PE,2023-01-13 13:12:00,45.65,2023-01-13 15:30:00,0.1,EOD Closing,45.55,0.4575,45.092499999999994,4550.561797752809,207278.08988764044,205196.20786516852,2.3030898876404495,2.279957865168539,2023-01-12,2023
2023-01-12,17944.8,17762.25,182.54999999999927,17867.5,50%,17958.775,17776.225,low,17950,2023-01-19,6,NIFTY2311917950CE,CE,2023-01-13 10:07:00,65.0,2023-01-13 13:08:00,133.0,SL Hit,-68.0,1.98,-69.98,4512.534818941504,-306852.3676880223,-315787.1866295265,-3.409470752089137,-3.50874651810585,,2023
2023-01-13,17998.95,17774.55,224.40000000000146,18033.15,50%,18145.350000000002,17920.95,low,18150,2023-01-19,3,NIFTY2311918150CE,CE,2023-01-16 12:01:00,24.45,2023-01-16 15:30:00,0.1,EOD Closing,24.349999999999998,0.24550000000000002,24.104499999999998,4462.809917355372,108669.4214876033,107573.80165289255,1.2074380165289256,1.1952644628099172,,2023
,18049.65,17854.15,195.5,17922.8,50%,18020.55,17825.05,high,17850,2023-01-19,2,NIFTY2311917850PE,PE,2023-01-17 10:33:00,25.65,2023-01-17 15:30:00,0.05,EOD Closing,25.599999999999998,0.257,25.342999999999996,4537.81512605042,116168.06722689075,115001.84873949578,1.2907563025210085,1.277798319327731,2023-01-16,2023
,18070.5,17888.2,182.29999999999927,18074.3,50%,18165.449999999997,17983.15,high,18000,2023-01-19,1,NIFTY2311918000PE,PE,2023-01-18 11:39:00,17.6,2023-01-18 15:30:00,0.1,EOD Closing,17.5,0.17700000000000002,17.323,4500.0,78750.0,77953.5,0.875,0.86615,2023-01-17,2023
2023-01-19,18155.1,18064.3,90.79999999999927,18115.6,50%,18161.0,18070.199999999997,low,18150,2023-01-25,5,NIFTY23JAN18150CE,CE,2023-01-20 09:45:00,70.5,2023-01-20 15:30:00,0.15,EOD Closing,70.35,0.7065,69.64349999999999,4462.809917355372,313958.6776859504,310805.7024793388,3.4884297520661156,3.4533966942148755,,2023
2023-01-23,18161.7,18064.75,96.95000000000073,18183.95,50%,18232.425000000003,18135.475,low,18250,2023-01-25,1,NIFTY23JAN18250CE,CE,2023-01-24 10:11:00,18.45,2023-01-24 10:40:00,22.85,SL Hit,-4.400000000000002,0.413,-4.813000000000002,4438.356164383562,-19528.767123287682,-21361.808219178096,-0.21698630136986313,-0.2373534246575344,,2023
2023-01-24,18200.75,18079.15,121.59999999999854,18093.35,50%,18154.149999999998,18032.55,low,18150,2023-01-25,0,NIFTY23JAN18150CE,CE,2023-01-25 09:33:00,6.7,2023-01-25 15:30:00,0.15,EOD Closing,6.55,0.0685,6.4815,4462.809917355372,29231.404958677685,28925.70247933884,0.3247933884297521,0.32139669421487604,,2023
2023-01-25,18093.35,17846.6,246.75,17877.2,50%,18000.575,17753.825,low,18000,2023-02-02,6,NIFTY2320218000CE,CE,2023-01-27 09:18:00,115.1,2023-01-27 15:30:00,0.05,EOD Closing,115.05,1.1515,113.8985,4500.0,517725.0,512543.25,5.7525,5.694925,,2023
2023-01-30,17708.5,17406.3,302.2000000000007,17731.45,50%,17882.550000000003,17580.35,low,17900,2023-02-02,2,NIFTY2320217900CE,CE,2023-01-31 09:34:00,57.15,2023-01-31 15:30:00,0.1,EOD Closing,57.05,0.5725,56.4775,4525.139664804469,258159.21787709495,255568.5754189944,2.868435754189944,2.839650837988827,,2023
,17731.45,17539.0,192.45000000000073,17811.6,50%,17907.824999999997,17715.375,high,17700,2023-02-02,1,NIFTY2320217700PE,PE,2023-02-01 12:32:00,23.15,2023-02-01 14:43:00,172.55,SL Hit,-149.4,1.9570000000000003,-151.357,4576.271186440678,-683694.9152542374,-692650.6779661018,-7.596610169491526,-7.6961186440677976,2023-01-31,2023
2023-01-31,17731.45,17539.0,192.45000000000073,17811.6,50%,17907.824999999997,17715.375,low,17900,2023-02-02,1,NIFTY2320217900CE,CE,2023-02-01 13:52:00,24.55,2023-02-01 15:30:00,0.1,EOD Closing,24.45,0.24650000000000002,24.2035,4525.139664804469,110639.66480446927,109524.21787709497,1.2293296089385475,1.2169357541899442,,2023
,17653.5,17448.0,205.5,17721.75,50%,17824.5,17619.0,high,17600,2023-02-09,6,NIFTY2320917600PE,PE,2023-02-03 14:31:00,51.15,2023-02-03 15:30:00,0.05,EOD Closing,51.1,0.512,50.588,4602.272727272727,235176.13636363635,232819.7727272727,2.613068181818182,2.5868863636363635,2023-02-02,2023
2023-02-02,17653.5,17448.0,205.5,17721.75,50%,17824.5,17619.0,low,17800,2023-02-09,6,NIFTY2320917800CE,CE,2023-02-03 10:25:00,63.2,2023-02-03 10:54:00,68.75,SL Hit,-5.549999999999997,1.3195,-6.869499999999997,4550.561797752809,-25255.617977528076,-31260.084269662908,-0.28061797752808976,-0.3473342696629212,,2023
2023-02-06,17818.55,17698.9,119.64999999999782,17790.1,50%,17849.924999999996,17730.275,low,17850,2023-02-09,2,NIFTY2320917850CE,CE,2023-02-07 11:45:00,46.95,2023-02-07 15:30:00,40.2,EOD Closing,6.75,0.8715,5.8785,4537.81512605042,30630.252100840335,26675.546218487394,0.3403361344537815,0.29639495798319326,,2023
,17810.85,17652.6,158.25,17750.3,50%,17829.425,17671.175,high,17650,2023-02-09,1,NIFTY2320917650PE,PE,2023-02-08 09:35:00,21.15,2023-02-08 15:30:00,0.05,EOD Closing,21.099999999999998,0.212,20.887999999999998,4589.235127478753,96832.86118980168,95859.9433427762,1.0759206798866852,1.0651104815864023,2023-02-07,2023
2023-02-08,17898.55,17745.3,153.25,17885.5,50%,17962.125,17808.875,low,17950,2023-02-09,0,NIFTY2320917950CE,CE,2023-02-09 09:30:00,5.9,2023-02-09 13:54:00,7.45,SL Hit,-1.5499999999999998,0.1335,-1.6834999999999998,4512.534818941504,-6994.428969359331,-7596.852367688021,-0.07771587743732589,-0.08440947075208913,,2023
2023-02-10,17876.95,17801.15,75.79999999999927,17859.1,50%,17897.0,17821.199999999997,low,17900,2023-02-16,3,NIFTY2321617900CE,CE,2023-02-13 09:32:00,55.6,2023-02-13 15:30:00,136.7,EOD Closing,-81.1,1.9229999999999998,-83.023,4525.139664804469,-366988.8268156424,-375690.67039106146,-4.077653631284916,-4.174340782122905,,2023
,17879.8,17720.25,159.54999999999927,17840.35,50%,17920.125,17760.574999999997,high,17750,2023-02-16,2,NIFTY2321617750PE,PE,2023-02-14 12:45:00,24.45,2023-02-14 15:30:00,0.15,EOD Closing,24.3,0.246,24.054000000000002,4563.380281690141,110890.14084507042,109767.54929577465,1.2321126760563381,1.2196394366197183,2023-02-13,2023
,17954.45,17800.45,154.0,17896.6,50%,17973.6,17819.6,high,17800,2023-02-16,1,NIFTY2321617800PE,PE,2023-02-15 14:52:00,8.2,2023-02-15 15:30:00,0.05,EOD Closing,8.149999999999999,0.0825,8.067499999999999,4550.561797752809,37087.078651685384,36711.65730337078,0.41207865168539315,0.40790730337078646,2023-02-14,2023
2023-02-15,18033.8,17853.9,179.89999999999782,18094.75,50%,18184.699999999997,18004.800000000003,low,18200,2023-02-16,0,NIFTY2321618200CE,CE,2023-02-16 15:28:00,,2023-02-16 15:30:00,,EOD Closing,,,,4450.549450549451,,,,,,2023
2023-02-16,18134.0,18001.05,132.95000000000073,17974.85,50%,18041.324999999997,17908.375,low,18050,2023-02-23,6,NIFTY23FEB18050CE,CE,2023-02-17 13:32:00,51.1,2023-02-17 15:30:00,0.1,EOD Closing,51.0,0.512,50.488,4487.534626038781,228864.26592797786,226566.648199446,2.542936288088643,2.517407202216067,,2023
2023-02-17,18033.7,17885.95,147.75,17965.55,50%,18039.425,17891.675,low,18050,2023-02-23,3,NIFTY23FEB18050CE,CE,2023-02-20 12:44:00,34.8,2023-02-20 15:30:00,0.1,EOD Closing,34.699999999999996,0.349,34.351,4487.534626038781,155717.4515235457,154151.30193905818,1.7301939058171745,1.712792243767313,,2023
2023-02-20,18003.95,17818.75,185.20000000000073,17905.8,50%,17998.4,17813.199999999997,low,18000,2023-02-23,2,NIFTY23FEB18000CE,CE,2023-02-21 14:55:00,18.2,2023-02-21 15:30:00,0.05,EOD Closing,18.15,0.1825,17.967499999999998,4500.0,81675.0,80853.74999999999,0.9075,0.8983749999999998,,2023
,17760.8,17746.95,13.849999999998545,17574.65,50%,17581.575,17567.725000000002,high,17550,2023-02-23,0,NIFTY23FEB17550PE,PE,2023-02-23 10:02:00,24.9,2023-02-23 10:03:00,24.45,SL Hit,0.4499999999999993,0.49349999999999994,-0.04350000000000065,4615.384615384615,2076.9230769230735,-200.76923076923376,0.023076923076923037,-0.002230769230769264,2023-02-22,2023
2023-02-22,17760.8,17746.95,13.849999999998545,17574.65,50%,17581.575,17567.725000000002,low,17600,2023-02-23,0,NIFTY23FEB17600CE,CE,2023-02-23 09:15:00,34.8,2023-02-23 15:30:00,0.1,EOD Closing,34.699999999999996,0.349,34.351,4602.272727272727,159698.86363636362,158092.67045454544,1.774431818181818,1.7565852272727271,,2023
2023-02-23,17619.4,17456.7,162.70000000000073,17591.35,50%,17672.699999999997,17510.0,low,17650,2023-03-02,6,NIFTY2330217650CE,CE,2023-02-24 11:00:00,56.1,2023-02-24 15:30:00,0.05,EOD Closing,56.050000000000004,0.5615,55.4885,4589.235127478753,257226.62889518414,254649.77337110482,2.858073654390935,2.829441926345609,,2023
2023-02-24,17599.75,17422.55,177.20000000000073,17428.6,50%,17517.199999999997,17340.0,low,17500,2023-03-02,3,NIFTY2330217500CE,CE,2023-02-27 09:59:00,44.15,2023-02-27 15:30:00,0.05,EOD Closing,44.1,0.44199999999999995,43.658,4628.571428571428,204120.0,202074.17142857143,2.268,2.2452685714285714,,2023
2023-02-27,17450.75,17300.1,150.65000000000146,17383.25,50%,17458.575,17307.925,low,17450,2023-03-02,2,NIFTY2330217450CE,CE,2023-02-28 14:00:00,29.35,2023-02-28 15:30:00,0.1,EOD Closing,29.25,0.29450000000000004,28.9555,4641.833810888252,135773.63896848136,134406.61891117477,1.508595988538682,1.4934068767908306,,2023
,17440.2,17255.9,184.29999999999927,17360.1,50%,17452.25,17267.949999999997,high,17250,2023-03-02,1,NIFTY2330217250PE,PE,2023-03-01 14:30:00,4.35,2023-03-01 15:30:00,0.1,EOD Closing,4.25,0.04449999999999999,4.2055,4695.652173913043,19956.521739130432,19747.5652173913,0.22173913043478258,0.2194173913043478,2023-02-28,2023
2023-03-01,17467.5,17353.45,114.04999999999927,17421.5,50%,17478.525,17364.475,low,17500,2023-03-02,0,NIFTY2330217500CE,CE,2023-03-02 09:31:00,8.1,2023-03-02 15:30:00,0.05,EOD Closing,8.049999999999999,0.0815,7.968499999999999,4628.571428571428,37259.99999999999,36882.771428571425,0.4139999999999999,0.40980857142857136,,2023
,17444.55,17306.5,138.04999999999927,17451.25,50%,17520.275,17382.225,high,17400,2023-03-09,6,NIFTY2330917400PE,PE,2023-03-03 10:17:00,39.7,2023-03-03 15:30:00,0.05,EOD Closing,39.650000000000006,0.3975,39.252500000000005,4655.172413793103,184577.58620689658,182727.1551724138,2.0508620689655173,2.030301724137931,2023-03-02,2023
,17644.7,17430.5,214.20000000000073,17680.35,50%,17787.449999999997,17573.25,high,17550,2023-03-09,3,NIFTY2330917550PE,PE,2023-03-06 10:17:00,12.6,2023-03-06 15:30:00,0.1,EOD Closing,12.5,0.127,12.373,4615.384615384615,57692.30769230769,57106.153846153844,0.641025641025641,0.6345128205128204,2023-03-03,2023
,17798.35,17680.35,118.0,17665.75,50%,17724.75,17606.75,high,17600,2023-03-09,1,NIFTY2330917600PE,PE,2023-03-08 15:00:00,11.55,2023-03-08 15:30:00,12.55,EOD Closing,-1.0,0.24100000000000002,-1.241,4602.272727272727,-4602.272727272727,-5711.420454545455,-0.05113636363636363,-0.06346022727272728,2023-03-06,2023
2023-03-06,17798.35,17680.35,118.0,17665.75,50%,17724.75,17606.75,low,17700,2023-03-09,1,NIFTY2330917700CE,CE,2023-03-08 09:20:00,22.0,2023-03-08 15:30:00,0.05,EOD Closing,21.95,0.2205,21.729499999999998,4576.271186440678,100449.15254237289,99440.08474576271,1.1161016949152542,1.1048898305084744,,2023
2023-03-08,17766.4,17603.55,162.85000000000218,17772.05,50%,17853.475,17690.625,low,17850,2023-03-09,0,NIFTY2330917850CE,CE,2023-03-09 10:00:00,2.05,2023-03-09 15:30:00,0.05,EOD Closing,1.9999999999999998,0.020999999999999998,1.9789999999999999,4537.81512605042,9075.630252100838,8980.33613445378,0.10084033613445376,0.099781512605042,,2023
2023-03-09,17772.05,17574.7,197.34999999999854,17443.8,50%,17542.475,17345.125,low,17550,2023-03-16,6,NIFTY2331617550CE,CE,2023-03-10 09:40:00,36.6,2023-03-10 15:30:00,0.1,EOD Closing,36.5,0.36700000000000005,36.133,4615.384615384615,168461.53846153847,166767.6923076923,1.871794871794872,1.852974358974359,,2023
,17443.8,17326.0,117.79999999999927,17421.9,50%,17480.800000000003,17363.0,high,17350,2023-03-16,3,NIFTY2331617350PE,PE,2023-03-13 09:17:00,44.55,2023-03-13 12:18:00,96.85,SL Hit,-52.3,1.4139999999999997,-53.714,4668.587896253603,-244167.1469740634,-250768.530259366,-2.7129682997118154,-2.7863170028818445,2023-03-10,2023
2023-03-10,17443.8,17326.0,117.79999999999927,17421.9,50%,17480.800000000003,17363.0,low,17500,2023-03-16,3,NIFTY2331617500CE,CE,2023-03-13 11:33:00,38.25,2023-03-13 15:30:00,0.1,EOD Closing,38.15,0.3835,37.7665,4628.571428571428,176580.0,174804.94285714286,1.962,1.942277142857143,,2023
2023-03-14,17224.1,16987.5,236.59999999999854,17166.45,50%,17284.75,17048.15,low,17300,2023-03-16,1,NIFTY2331617300CE,CE,2023-03-15 13:02:00,9.45,2023-03-15 15:30:00,0.1,EOD Closing,9.35,0.09549999999999999,9.2545,4682.0809248554915,43777.456647398845,43330.31791907515,0.4864161849710983,0.48144797687861274,,2023
2023-03-15,17210.6,16940.35,270.25,16994.65,50%,17129.775,16859.525,low,17150,2023-03-16,0,NIFTY2331617150CE,CE,2023-03-16 09:45:00,3.0,2023-03-16 15:30:00,0.05,EOD Closing,2.95,0.0305,2.9195,4723.032069970845,13932.944606413996,13788.892128279884,0.15481049562682217,0.15320991253644317,,2023
2023-03-16,17062.2,16850.4,211.79999999999927,17111.8,50%,17217.699999999997,17005.9,low,17200,2023-03-23,6,NIFTY2332317200CE,CE,2023-03-17 11:34:00,61.45,2023-03-17 13:54:00,81.4,SL Hit,-19.950000000000003,1.4285000000000003,-21.378500000000003,4709.302325581395,-93950.58139534884,-100677.81976744186,-1.0438953488372091,-1.118642441860465,,2023
2023-03-17,17144.4,16958.45,185.95000000000073,17066.6,50%,17159.574999999997,16973.625,low,17150,2023-03-23,3,NIFTY2332317150CE,CE,2023-03-20 09:17:00,52.95,2023-03-20 15:30:00,0.05,EOD Closing,52.900000000000006,0.53,52.370000000000005,4723.032069970845,249848.39650145776,247345.1895043732,2.776093294460642,2.7482798833819246,,2023
2023-03-21,17127.1,17016.65,110.44999999999709,17177.45,50%,17232.675,17122.225000000002,low,17250,2023-03-23,1,NIFTY2332317250CE,CE,2023-03-22 11:03:00,25.9,2023-03-22 11:10:00,29.15,SL Hit,-3.25,0.5505,-3.8005,4695.652173913043,-15260.86956521739,-17845.82608695652,-0.16956521739130434,-0.1982869565217391,,2023
,17207.15,17108.8,98.35000000000218,17097.4,50%,17146.575000000004,17048.225,high,17050,2023-03-23,0,NIFTY2332317050PE,PE,2023-03-23 10:16:00,11.2,2023-03-23 14:29:00,3.7,SL Hit,7.499999999999999,0.149,7.350999999999999,4750.733137829912,35630.498533724334,34922.63929618768,0.3958944281524926,0.3880293255131964,2023-03-22,2023
2023-03-22,17207.15,17108.8,98.35000000000218,17097.4,50%,17146.575000000004,17048.225,low,17150,2023-03-23,0,NIFTY2332317150CE,CE,2023-03-23 09:30:00,12.85,2023-03-23 15:30:00,0.05,EOD Closing,12.799999999999999,0.129,12.671,4723.032069970845,60454.810495626814,59845.53935860058,0.6717201166180757,0.6649504373177842,,2023
2023-03-23,17205.05,17046.1,158.95000000000073,17076.2,50%,17155.675000000003,16996.725,low,17150,2023-03-29,5,NIFTY23MAR17150CE,CE,2023-03-24 09:31:00,60.1,2023-03-24 15:30:00,0.2,EOD Closing,59.9,0.6030000000000001,59.297,4723.032069970845,282909.62099125364,280061.6326530612,3.1434402332361513,3.1117959183673465,,2023
,17108.55,16918.5,190.04999999999927,16984.3,50%,17079.324999999997,16889.275,high,16900,2023-03-29,2,NIFTY23MAR16900PE,PE,2023-03-27 14:25:00,24.45,2023-03-27 15:30:00,0.05,EOD Closing,24.4,0.245,24.154999999999998,4792.899408284024,116946.74556213016,115772.48520710057,1.2994082840236685,1.286360946745562,2023-03-24,2023
2023-03-27,17090.75,16919.4,171.34999999999854,17031.75,50%,17117.425,16946.075,low,17100,2023-03-29,1,NIFTY23MAR17100CE,CE,2023-03-28 10:38:00,28.25,2023-03-28 15:30:00,0.95,EOD Closing,27.3,0.292,27.008,4736.8421052631575,129315.7894736842,127932.63157894736,1.436842105263158,1.4214736842105262,,2023
,17061.5,16914.2,147.29999999999927,16977.3,50%,17050.949999999997,16903.65,high,16900,2023-03-29,0,NIFTY23MAR16900PE,PE,2023-03-29 14:05:00,1.4,2023-03-29 15:30:00,0.05,EOD Closing,1.3499999999999999,0.014499999999999999,1.3355,4792.899408284024,6470.414201183431,6400.917159763313,0.07189349112426034,0.07112130177514792,2023-03-28,2023
,17125.9,16941.15,184.75,17210.35,50%,17302.725,17117.975,high,17100,2023-04-06,6,NIFTY2340617100PE,PE,2023-03-31 12:31:00,36.05,2023-03-31 15:30:00,0.05,EOD Closing,36.0,0.36099999999999993,35.639,4736.8421052631575,170526.31578947368,168816.31578947368,1.8947368421052633,1.8757368421052631,2023-03-29,2023
2023-03-31,17381.3,17209.45,171.84999999999854,17427.95,50%,17513.875,17342.025,low,17500,2023-04-06,3,NIFTY2340617500CE,CE,2023-04-03 09:28:00,30.3,2023-04-03 10:01:00,32.45,SL Hit,-2.150000000000002,0.6275000000000001,-2.777500000000002,4628.571428571428,-9951.428571428582,-12855.857142857152,-0.1105714285714287,-0.14284285714285724,,2023
,17427.95,17312.9,115.04999999999927,17422.3,50%,17479.824999999997,17364.775,high,17350,2023-04-06,1,NIFTY2340617350PE,PE,2023-04-05 09:49:00,21.05,2023-04-05 15:30:00,0.05,EOD Closing,21.0,0.21100000000000002,20.789,4668.587896253603,98040.34582132565,97055.27377521615,1.0893371757925072,1.078391930835735,2023-04-03,2023
,17570.0,17412.15,157.84999999999854,17533.85,50%,17612.774999999998,17454.925,high,17450,2023-04-06,0,NIFTY2340617450PE,PE,2023-04-06 11:00:00,2.15,2023-04-06 15:30:00,0.1,EOD Closing,2.05,0.0225,2.0275,4641.833810888252,9515.759312320915,9411.31805157593,0.10573065902578795,0.10457020057306589,2023-04-05,2023
2023-04-10,17693.3,17598.25,95.04999999999927,17704.8,50%,17752.324999999997,17657.275,low,17750,2023-04-13,2,NIFTY2341317750CE,CE,2023-04-11 12:27:00,26.7,2023-04-11 13:32:00,36.55,SL Hit,-9.849999999999998,0.6325000000000001,-10.482499999999998,4563.380281690141,-44949.29577464788,-47835.63380281689,-0.4994366197183098,-0.531507042253521,,2023
,17748.6,17655.3,93.29999999999927,17759.55,50%,17806.199999999997,17712.9,high,17700,2023-04-13,1,NIFTY2341317700PE,PE,2023-04-12 13:21:00,16.6,2023-04-12 15:30:00,0.05,EOD Closing,16.55,0.16650000000000004,16.3835,4576.271186440678,75737.28813559323,74975.33898305085,0.8415254237288138,0.8330593220338984,2023-04-11,2023
2023-04-12,17824.3,17717.8,106.5,17807.3,50%,17860.55,17754.05,low,17850,2023-04-13,0,NIFTY2341317850CE,CE,2023-04-13 11:11:00,4.45,2023-04-13 14:57:00,1.95,SL Hit,2.5,0.064,2.436,4537.81512605042,11344.53781512605,11054.117647058823,0.12605042016806722,0.1228235294117647,,2023
2023-04-13,17841.5,17729.7,111.79999999999927,17863.0,50%,17918.9,17807.1,low,17900,2023-04-20,3,NIFTY2342017900CE,CE,2023-04-17 09:15:00,34.25,2023-04-17 15:30:00,0.1,EOD Closing,34.15,0.3435,33.8065,4525.139664804469,154533.5195530726,152979.1340782123,1.7170391061452512,1.699768156424581,,2023
2023-04-17,17863.0,17574.35,288.65000000000146,17766.6,50%,17910.925,17622.274999999998,low,17900,2023-04-20,2,NIFTY2342017900CE,CE,2023-04-18 13:41:00,5.7,2023-04-18 15:30:00,0.1,EOD Closing,5.6000000000000005,0.057999999999999996,5.542000000000001,4525.139664804469,25340.78212290503,25078.324022346373,0.2815642458100559,0.27864804469273746,,2023
,17665.6,17580.0,85.59999999999854,17638.6,50%,17681.399999999998,17595.8,high,17600,2023-04-20,0,NIFTY2342017600PE,PE,2023-04-20 09:30:00,9.2,2023-04-20 15:30:00,0.1,EOD Closing,9.1,0.09299999999999999,9.007,4602.272727272727,41880.681818181816,41452.67045454545,0.4653409090909091,0.4605852272727272,2023-04-19,2023
2023-04-19,17665.6,17580.0,85.59999999999854,17638.6,50%,17681.399999999998,17595.8,low,17700,2023-04-20,0,NIFTY2342017700CE,CE,2023-04-20 10:35:00,5.75,2023-04-20 15:30:00,0.05,EOD Closing,5.7,0.057999999999999996,5.642,4576.271186440678,26084.745762711867,25819.32203389831,0.2898305084745763,0.28688135593220343,,2023
2023-04-20,17683.75,17584.5,99.25,17639.75,50%,17689.375,17590.125,low,17700,2023-04-27,6,NIFTY23APR17700CE,CE,2023-04-21 10:28:00,49.8,2023-04-21 15:30:00,215.25,EOD Closing,-165.45,2.6505,-168.10049999999998,4576.271186440678,-757144.0677966102,-769273.4745762711,-8.412711864406779,-8.547483050847458,,2023
2023-04-21,17662.5,17554.1,108.40000000000146,17707.55,50%,17761.75,17653.35,low,17750,2023-04-27,3,NIFTY23APR17750CE,CE,2023-04-24 09:17:00,44.1,2023-04-24 09:19:00,46.2,SL Hit,-2.1000000000000014,0.9030000000000001,-3.0030000000000014,4563.380281690141,-9583.098591549302,-13703.8309859155,-0.1064788732394367,-0.15226478873239443,,2023
,17807.25,17717.3,89.95000000000073,17767.3,50%,17812.275,17722.324999999997,high,17700,2023-04-27,1,NIFTY23APR17700PE,PE,2023-04-26 15:10:00,7.35,2023-04-26 15:30:00,0.05,EOD Closing,7.3,0.074,7.226,4576.271186440678,33406.77966101695,33068.135593220344,0.37118644067796613,0.3674237288135594,2023-04-25,2023
